Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner
"Rio de Janeiro, Rio de Janeiro, Brazil",Vitor Belfort,Lyoto Machida,0,1,2,11,0,0,0,0,Middleweight,KO/TKO Kick,2,1:00,UFC 224,2018-05-12 0:00:00,Lyoto Machida
"Rio de Janeiro, Rio de Janeiro, Brazil",Sean Strickland,Elizeu Zaleski dos Santos,0,1,14,15,0,0,0,0,Welterweight,KO/TKO Kick,1,3:40,UFC 224,2018-05-12 0:00:00,Elizeu Zaleski dos Santos
"Rio de Janeiro, Rio de Janeiro, Brazil",Jose Aldo,Max Holloway,0,1,55,104,0,0,0,0,Featherweight,KO/TKO Punches,3,4:13,UFC 212,2017-06-03 0:00:00,Max Holloway
"Rio de Janeiro, Brazil",Glover Teixeira,Phil Davis,0,0,9,49,0,9,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 179,2014-10-25 0:00:00,Phil Davis
"Rio de Janeiro, Brazil",Lyoto Machida,Phil Davis,0,0,27,21,0,2,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 163,2013-08-03 0:00:00,Phil Davis
"Rio de Janeiro, Brazil",Forrest Griffin,Mauricio Rua,0,1,3,16,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,1:53,UFC 134,2011-08-27 0:00:00,Mauricio Rua
"Raleigh, North Carolina, USA",Junior Dos Santos,Curtis Blaydes,0,0,7,28,0,0,0,0,Heavyweight,KO/TKO Punches,2,1:06,UFC Fight Night,2020-01-25 0:00:00,Curtis Blaydes
"Raleigh, North Carolina, USA",Rafael Dos Anjos,Michael Chiesa,0,0,14,9,0,6,0,0,Welterweight,U-DEC,3,5:00,UFC Fight Night,2020-01-25 0:00:00,Michael Chiesa
"Quebec City, Quebec, Canada",Michael Bisping,Tim Kennedy,0,0,40,51,0,5,0,0,Middleweight,U-DEC,5,5:00,UFC Fight Night,2014-04-16 0:00:00,Tim Kennedy
"Prague, Czech Republic",Jan Blachowicz,Thiago Santos,0,1,20,52,0,1,0,0,Light Heavyweight,KO/TKO Punch,3,0:39,UFC Fight Night,2019-02-23 0:00:00,Thiago Santos
"Porto Alegre, Rio Grande do Sul, Brazil",Sean Strickland,Santiago Ponzinibbio,0,0,44,50,2,1,0,0,Welterweight,U-DEC,3,5:00,UFC Fight Night,2015-02-22 0:00:00,Santiago Ponzinibbio
"Portland, Oregon, USA",Randy Couture,Antonio Rodrigo Nogueira,0,2,42,27,0,0,0,3,Heavyweight,U-DEC,3,5:00,UFC 102,2009-08-29 0:00:00,Antonio Rodrigo Nogueira
"Pittsburgh, Pennsylvania, USA",Charles Oliveira,Nik Lentz,1,0,31,14,1,2,3,2,Lightweight,Overturned,2,1:48,UFC Live,2011-06-26 0:00:00,Nik Lentz
"Phoenix, Arizona, USA",Rose Namajunas,Carla Esparza,0,0,37,30,1,2,0,0,Women's Strawweight,S-DEC,5,5:00,UFC 274,2022-05-07 0:00:00,Carla Esparza
"Phoenix, Arizona, USA",Mauricio Rua,Ovince Saint Preux,0,0,54,62,0,0,0,0,Light Heavyweight,S-DEC,3,5:00,UFC 274,2022-05-07 0:00:00,Ovince Saint Preux
"Phoenix, Arizona, USA",Cain Velasquez,Francis Ngannou,0,0,1,6,0,0,0,0,Heavyweight,KO/TKO Punches,1,0:26,UFC Fight Night,2019-02-17 0:00:00,Francis Ngannou
"Phoenix, Arizona, USA",Renan Barao,Luke Sanders,0,1,40,39,0,0,0,0,Bantamweight,KO/TKO Punch,2,1:01,UFC Fight Night,2019-02-17 0:00:00,Luke Sanders
"Phoenix, Arizona, USA",BJ Penn,Yair Rodriguez,0,1,4,55,0,0,0,0,Featherweight,KO/TKO Punches,2,0:24,UFC Fight Night,2017-01-15 0:00:00,Yair Rodriguez
"Phoenix, Arizona, USA",Stipe Miocic,Junior Dos Santos,0,1,89,123,1,1,0,0,Heavyweight,U-DEC,5,5:00,UFC on FOX,2014-12-13 0:00:00,Junior Dos Santos
"Philadelphia, Pennsylvania, USA",Tito Ortiz,Rashad Evans,0,0,5,48,1,1,1,0,Light Heavyweight,KO/TKO Knee,2,4:48,UFC 133,2011-08-06 0:00:00,Rashad Evans
"Philadelphia, Pennsylvania, USA",Forrest Griffin,Anderson Silva,0,3,3,13,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,3:23,UFC 101,2009-08-08 0:00:00,Anderson Silva
"Perth, Western Australia, Australia",Alexander Volkanovski,Islam Makhachev,1,0,70,57,0,4,0,0,Lightweight,U-DEC,5,5:00,UFC 284,2023-02-11 0:00:00,Islam Makhachev
"Perth, Western Australia, Australia",Luke Rockhold,Yoel Romero,0,1,45,45,0,0,0,0,Middleweight,KO/TKO Punch,3,1:48,UFC 221,2018-02-10 0:00:00,Yoel Romero
"Paris, Ile-de-France, France",Rose Namajunas,Manon Fiorot,0,0,60,58,0,0,0,0,Women's Flyweight,U-DEC,3,5:00,UFC Fight Night,2023-09-02 0:00:00,Manon Fiorot
"Orlando, Florida, USA",Renan Barao,Brian Kelleher,0,0,116,94,0,1,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night,2018-02-24 0:00:00,Brian Kelleher
"Orlando, Florida, USA",Junior Dos Santos,Alistair Overeem,0,1,22,32,0,0,0,0,Heavyweight,KO/TKO Punches,2,4:43,UFC on FOX,2015-12-19 0:00:00,Alistair Overeem
"Orlando, Florida, USA",Leon Edwards,Kamaru Usman,0,0,26,48,0,6,0,0,Welterweight,U-DEC,3,5:00,UFC on FOX,2015-12-19 0:00:00,Kamaru Usman
"Orlando, Florida, USA",Rafael Dos Anjos,Khabib Nurmagomedov,0,0,20,36,0,6,0,0,Lightweight,U-DEC,3,5:00,UFC on FOX,2014-04-19 0:00:00,Khabib Nurmagomedov
"Oklahoma City, Oklahoma, USA",Johny Hendricks,Tim Boetsch,0,0,10,41,0,0,0,0,Middleweight,KO/TKO Punches,2,0:46,UFC Fight Night,2017-06-25 0:00:00,Tim Boetsch
"Oklahoma City, Oklahoma, USA",BJ Penn,Dennis Siver,1,0,57,103,0,0,0,0,Featherweight,M-DEC,3,5:00,UFC Fight Night,2017-06-25 0:00:00,Dennis Siver
"Oakland, California, USA",Rafael Dos Anjos,Clay Guida,0,0,17,19,1,2,0,0,Lightweight,SUB Injury,3,1:51,UFC 117,2010-08-07 0:00:00,Clay Guida
"Nottingham, England, United Kingdom",Stipe Miocic,Stefan Struve,0,0,48,57,1,0,0,0,Heavyweight,KO/TKO Punches,2,3:50,UFC on FUEL TV,2012-09-29 0:00:00,Stefan Struve
"Norfolk, Virginia, USA",Anthony Pettis,Dustin Poirier,0,0,34,53,1,5,4,0,Lightweight,KO/TKO,3,2:08,UFC Fight Night,2017-11-11 0:00:00,Dustin Poirier
"Newark, New Jersey, USA",Henry Cejudo,Aljamain Sterling,0,0,99,135,3,4,0,0,Bantamweight,S-DEC,5,5:00,UFC 288,2023-05-06 0:00:00,Aljamain Sterling
"Newark, New Jersey, USA",Robbie Lawler,Colby Covington,0,0,78,179,0,10,0,0,Welterweight,U-DEC,5,5:00,UFC Fight Night,2019-08-03 0:00:00,Colby Covington
"Newark, New Jersey, USA",Josh Barnett,Ben Rothwell,0,0,35,35,0,0,0,1,Heavyweight,SUB Guillotine Choke,2,3:48,UFC on FOX,2016-01-30 0:00:00,Ben Rothwell
"Newark, New Jersey, USA",Lyoto Machida,Luke Rockhold,0,0,13,23,0,1,0,2,Middleweight,SUB Rear Naked Choke,2,2:31,UFC on FOX,2015-04-18 0:00:00,Luke Rockhold
"Newark, New Jersey, USA",Frank Mir,Alistair Overeem,0,1,3,62,1,0,1,0,Heavyweight,U-DEC,3,5:00,UFC 169,2014-02-01 0:00:00,Alistair Overeem
"Newark, New Jersey, USA",Mauricio Rua,Jon Jones,0,1,9,75,0,3,0,0,Light Heavyweight,KO/TKO Knee,3,2:37,UFC 128,2011-03-19 0:00:00,Jon Jones
"Newark, New Jersey, USA",Frank Mir,Shane Carwin,0,1,3,49,0,0,0,0,Heavyweight,KO/TKO Punches,1,3:48,UFC 111,2010-03-27 0:00:00,Shane Carwin
"Newark, New Jersey, USA",Michael Bisping,Rashad Evans,0,0,40,23,2,6,0,0,Light Heavyweight,S-DEC,3,5:00,UFC 78,2007-11-17 0:00:00,Rashad Evans
"New York City, New York, USA",Jiri Prochazka,Alex Pereira,0,1,30,38,1,0,0,1,Light Heavyweight,KO/TKO Elbows,2,4:08,UFC 295,2023-11-11 0:00:00,Alex Pereira
"New York City, New York, USA",Israel Adesanya,Alex Pereira,0,0,86,91,1,1,0,0,Middleweight,KO/TKO Punches,5,2:01,UFC 281,2022-11-12 0:00:00,Alex Pereira
"New York City, New York, USA",Carla Esparza,Zhang Weili,0,0,6,37,1,0,0,1,Women's Strawweight,SUB Rear Naked Choke,2,1:05,UFC 281,2022-11-12 0:00:00,Zhang Weili
"New York City, New York, USA",Frankie Edgar,Chris Gutierrez,0,1,2,10,0,0,0,0,Bantamweight,KO/TKO Knee,1,2:01,UFC 281,2022-11-12 0:00:00,Chris Gutierrez
"New York City, New York, USA",Zhang Weili,Rose Namajunas,0,0,83,86,5,2,0,0,Women's Strawweight,S-DEC,5,5:00,UFC 268,2021-11-06 0:00:00,Rose Namajunas
"New York City, New York, USA",Frankie Edgar,Marlon Vera,0,1,94,88,3,0,0,1,Bantamweight,KO/TKO Kick,3,3:50,UFC 268,2021-11-06 0:00:00,Marlon Vera
"New York City, New York, USA",Andrei Arlovski,Jairzinho Rozenstruik,0,1,4,5,0,0,0,0,Heavyweight,KO/TKO Punch,1,0:29,UFC 244,2019-11-02 0:00:00,Jairzinho Rozenstruik
"New York City, New York, USA",Michael Bisping,Georges St-Pierre,0,1,27,59,0,3,0,1,Middleweight,SUB Rear Naked Choke,3,4:23,UFC 217,2017-11-04 0:00:00,Georges St-Pierre
"New York City, New York, USA",Cody Garbrandt,TJ Dillashaw,1,2,18,20,0,0,0,0,Bantamweight,KO/TKO Punch,2,2:41,UFC 217,2017-11-04 0:00:00,TJ Dillashaw
"New York City, New York, USA",Joanna Jedrzejczyk,Rose Namajunas,0,1,5,15,0,0,0,0,Women's Strawweight,KO/TKO Punch,1,3:03,UFC 217,2017-11-04 0:00:00,Rose Namajunas
"New York City, New York, USA",Johny Hendricks,Paulo Costa,0,1,27,49,0,0,0,0,Middleweight,KO/TKO Punches,2,1:23,UFC 217,2017-11-04 0:00:00,Paulo Costa
"New York City, New York, USA",Eddie Alvarez,Conor McGregor,0,3,9,32,0,0,0,0,Lightweight,KO/TKO Punches,2,3:04,UFC 205,2016-11-12 0:00:00,Conor McGregor
"New York City, New York, USA",Miesha Tate,Raquel Pennington,0,0,21,43,1,1,0,3,Women's Bantamweight,U-DEC,3,5:00,UFC 205,2016-11-12 0:00:00,Raquel Pennington
"New York City, New York, USA",Belal Muhammad,Vicente Luque,0,1,3,9,0,0,0,0,Welterweight,KO/TKO Punches,1,1:19,UFC 205,2016-11-12 0:00:00,Vicente Luque
"New Orleans, Louisiana, USA",Mark Coleman,Pedro Rizzo,0,0,25,16,2,0,0,0,Heavyweight,S-DEC,2,3:00,UFC 18,1999-01-08 0:00:00,Pedro Rizzo
"New Orleans, Louisiana, USA",Maurice Smith,Mikey Burnett,0,0,9,19,0,3,0,1,Heavyweight,M-DEC,3,3:00,UFC - Ultimate Japan,1997-12-21 0:00:00,Randy Couture
"Natal, Rio Grande do Norte, Brazil",Mauricio Rua,Dan Henderson,2,1,48,23,1,0,0,0,Light Heavyweight,KO/TKO Punch,3,1:31,UFC Fight Night,2014-03-23 0:00:00,Dan Henderson
"Nashville, Tennessee, USA",Deiveson Figueiredo,Jussier Formiga,0,0,14,26,0,3,0,0,Flyweight,U-DEC,3,5:00,UFC Fight Night,2019-03-23 0:00:00,Jussier Formiga
"Nashville, Tennessee, USA",Rafael Dos Anjos,Tyson Griffin,0,0,26,69,0,1,3,0,Lightweight,U-DEC,3,5:00,UFC Fight Night,2009-04-01 0:00:00,Tyson Griffin
"Moscow, Moscow, Russia",Andrei Arlovski,Shamil Abdurakhimov,0,0,18,32,2,2,0,0,Heavyweight,U-DEC,3,5:00,UFC Fight Night,2018-09-15 0:00:00,Shamil Abdurakhimov
"Montreal, Quebec, Canada",Charles Oliveira,Jim Miller,0,0,5,1,0,1,0,2,Lightweight,SUB Kneebar,1,1:59,UFC 124,2010-12-11 0:00:00,Jim Miller
"Montreal, Quebec, Canada",Lyoto Machida,Mauricio Rua,0,1,9,17,2,0,0,0,Light Heavyweight,KO/TKO Punches,1,3:35,UFC 113,2010-05-08 0:00:00,Mauricio Rua
"Montreal, Quebec, Canada",Chuck Liddell,Mauricio Rua,0,1,8,24,1,0,0,0,Light Heavyweight,KO/TKO Punch,1,4:28,UFC 97,2009-04-18 0:00:00,Mauricio Rua
"Montreal, Quebec, Canada",Matt Serra,Georges St-Pierre,0,0,3,42,0,4,0,0,Welterweight,KO/TKO Knees,2,4:45,UFC 83,2008-04-19 0:00:00,Georges St-Pierre
"Mobile, Alabama, USA",Mark Coleman,Pete Williams,0,1,26,22,3,0,0,1,Heavyweight,KO/TKO Kick,2,0:38,UFC 17,1998-05-15 0:00:00,Pete Williams
"Mobile, Alabama, USA",Carlos Newton,Dan Henderson,2,0,20,28,2,3,1,0,Middleweight,S-DEC,2,3:00,UFC 17,1998-05-15 0:00:00,Dan Henderson
"Minneapolis, Minnesota, USA",Junior Dos Santos,Francis Ngannou,0,1,4,9,0,0,0,0,Heavyweight,KO/TKO Punch,1,1:11,UFC Fight Night,2019-06-29 0:00:00,Francis Ngannou
"Milwaukee, Wisconsin, USA",Benson Henderson,Anthony Pettis,0,0,11,9,0,0,0,1,Lightweight,SUB Armbar,1,4:41,UFC 164,2013-08-31 0:00:00,Anthony Pettis
"Milwaukee, Wisconsin, USA",Frank Mir,Josh Barnett,0,1,9,26,0,0,0,0,Heavyweight,KO/TKO Knee,1,1:56,UFC 164,2013-08-31 0:00:00,Josh Barnett
"Milwaukee, Wisconsin, USA",Charles Oliveira,Donald Cerrone,0,0,10,30,0,0,0,0,Lightweight,KO/TKO Punches,1,3:01,UFC Live,2011-08-14 0:00:00,Donald Cerrone
"Miami, Florida, USA",Alex Pereira,Israel Adesanya,0,1,49,41,0,0,0,0,Middleweight,KO/TKO Punch,2,4:21,UFC 287,2023-04-08 0:00:00,Israel Adesanya
"Miami, Florida, USA",Sean Sherk,Matt Hughes,0,0,19,44,3,5,1,1,Welterweight,U-DEC,5,5:00,UFC 42,2003-04-25 0:00:00,Matt Hughes
"Miami, Florida, USA",Robbie Lawler,Pete Spratt,0,0,15,19,2,1,0,0,Welterweight,SUB Injury,2,2:28,UFC 42,2003-04-25 0:00:00,Pete Spratt
"Miami, Florida, USA",Evan Tanner,Rich Franklin,0,1,6,16,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,2:40,UFC 42,2003-04-25 0:00:00,Rich Franklin
"Mexico City, Distrito Federal, Mexico",Alexa Grasso,Carla Esparza,0,0,45,44,0,4,1,0,Women's Strawweight,M-DEC,3,5:00,UFC Fight Night,2019-09-21 0:00:00,Carla Esparza
"Mexico City, Distrito Federal, Mexico",Brandon Moreno,Sergio Pettis,0,0,45,76,4,0,0,0,Flyweight,U-DEC,5,5:00,UFC Fight Night,2017-08-05 0:00:00,Sergio Pettis
"Mexico City, Distrito Federal, Mexico",Rashad Evans,Sam Alvey,0,0,17,40,2,0,0,0,Middleweight,S-DEC,3,5:00,UFC Fight Night,2017-08-05 0:00:00,Sam Alvey
"Mexico City, Distrito Federal, Mexico",Rafael Dos Anjos,Tony Ferguson,0,0,121,199,0,0,0,0,Lightweight,U-DEC,5,5:00,UFC Fight Night,2016-11-05 0:00:00,Tony Ferguson
"Mexico City, Distrito Federal, Mexico",Charles Oliveira,Ricardo Lamas,0,0,13,11,2,1,2,1,Featherweight,SUB Guillotine Choke,2,2:13,UFC Fight Night,2016-11-05 0:00:00,Ricardo Lamas
"Mexico City, Distrito Federal, Mexico",Cain Velasquez,Fabricio Werdum,0,0,88,96,4,1,0,1,Heavyweight,SUB Guillotine Choke,3,2:13,UFC 188,2015-06-13 0:00:00,Fabricio Werdum
"Melbourne, Victoria, Australia",Robert Whittaker,Israel Adesanya,0,2,32,40,0,0,0,0,Middleweight,KO/TKO Punch,2,3:33,UFC 243,2019-10-05 0:00:00,Israel Adesanya
"Melbourne, Victoria, Australia",Anderson Silva,Israel Adesanya,0,0,31,65,0,0,0,0,Middleweight,U-DEC,3,5:00,UFC 234,2019-02-09 0:00:00,Israel Adesanya
"Melbourne, Victoria, Australia",Ronda Rousey,Holly Holm,0,1,17,38,0,1,0,0,Women's Bantamweight,KO/TKO Kick,2,0:59,UFC 193,2015-11-14 0:00:00,Holly Holm
"Manchester, England, United Kingdom",Vitor Belfort,Gegard Mousasi,0,0,8,57,0,1,0,0,Middleweight,KO/TKO Punches,2,2:43,UFC 204,2016-10-08 0:00:00,Gegard Mousasi
"Manchester, England, United Kingdom",Fabricio Werdum,Andrei Arlovski,0,1,23,28,0,0,0,0,Heavyweight,U-DEC,3,5:00,UFC 70,2007-04-21 0:00:00,Andrei Arlovski
"Macau, China",Rich Franklin,Cung Le,0,1,12,8,0,0,0,0,Middleweight,KO/TKO Punch,1,2:17,UFC Macao,2012-11-10 0:00:00,Cung Le
"Los Angeles, California, USA",BJ Penn,Ryan Hall,0,0,3,6,0,0,0,1,Lightweight,SUB Heel Hook,1,2:46,UFC 232,2018-12-29 0:00:00,Ryan Hall
"Los Angeles, California, USA",Cody Garbrandt,TJ Dillashaw,0,2,17,45,0,0,0,0,Bantamweight,KO/TKO Punches,1,4:10,UFC 227,2018-08-04 0:00:00,TJ Dillashaw
"Los Angeles, California, USA",Demetrious Johnson,Henry Cejudo,0,0,81,51,1,3,0,0,Flyweight,S-DEC,5,5:00,UFC 227,2018-08-04 0:00:00,Henry Cejudo
"Los Angeles, California, USA",Luke Rockhold,Michael Bisping,0,2,17,21,0,0,0,0,Middleweight,KO/TKO Punch,1,3:36,UFC 199,2016-06-04 0:00:00,Michael Bisping
"Los Angeles, California, USA",Raquel Pennington,Holly Holm,0,0,40,44,0,0,0,0,Women's Bantamweight,S-DEC,3,5:00,UFC 184,2015-02-28 0:00:00,Holly Holm
"Los Angeles, California, USA",Mauricio Rua,Lyoto Machida,0,0,80,35,0,0,0,0,Light Heavyweight,U-DEC,5,5:00,UFC 104,2009-10-24 0:00:00,Lyoto Machida
"London, England, United Kingdom",Kamaru Usman,Leon Edwards,0,0,87,120,4,0,0,0,Welterweight,M-DEC,5,5:00,UFC 286,2023-03-18 0:00:00,Leon Edwards
"London, England, United Kingdom",Tom Aspinall,Curtis Blaydes,0,0,3,4,0,0,0,0,Heavyweight,KO/TKO,1,0:15,UFC Fight Night,2022-07-23 0:00:00,Curtis Blaydes
"London, England, United Kingdom",Fabricio Werdum,Alexander Volkov,0,1,48,48,3,2,0,0,Heavyweight,KO/TKO Punch,4,1:38,UFC Fight Night,2018-03-17 0:00:00,Alexander Volkov
"London, England, United Kingdom",Magomed Ankalaev,Paul Craig,0,0,59,18,0,2,0,1,Light Heavyweight,SUB Triangle Choke,3,4:59,UFC Fight Night,2018-03-17 0:00:00,Paul Craig
"London, England, United Kingdom",Anderson Silva,Michael Bisping,1,1,75,108,0,0,0,0,Middleweight,U-DEC,5,5:00,UFC Fight Night,2016-02-27 0:00:00,Michael Bisping
"London, England, United Kingdom",Matt Hughes,Thiago Alves,0,1,9,10,1,1,0,0,Welterweight,KO/TKO Flying Knee,2,1:02,UFC 85,2008-06-07 0:00:00,Thiago Alves
"London, England, United Kingdom",Carlos Newton,Matt Hughes,0,0,3,58,0,4,1,1,Welterweight,KO/TKO Punches,4,3:37,UFC 38,2002-07-13 0:00:00,Matt Hughes
"London, England, United Kingdom",Frank Mir,Ian Freeman,0,0,6,34,1,0,3,0,Heavyweight,KO/TKO,1,4:35,UFC 38,2002-07-13 0:00:00,Ian Freeman
"Las Vegas, Nevada, USA",Valentina Shevchenko,Alexa Grasso,0,1,80,84,4,1,1,1,Women's Flyweight,S-DEC,5,5:00,UFC Fight Night,2023-09-16 0:00:00,Alexa Grasso
"Las Vegas, Nevada, USA",Rafael Dos Anjos,Vicente Luque,0,0,66,72,2,8,1,0,Welterweight,U-DEC,5,5:00,UFC Fight Night,2023-08-12 0:00:00,Vicente Luque
"Las Vegas, Nevada, USA",Brandon Moreno,Alexandre Pantoja,0,1,147,129,2,6,0,0,Flyweight,S-DEC,5,5:00,UFC 290,2023-07-08 0:00:00,Alexandre Pantoja
"Las Vegas, Nevada, USA",Robert Whittaker,Dricus Du Plessis,0,1,31,62,1,1,0,0,Middleweight,KO/TKO Punches,2,2:23,UFC 290,2023-07-08 0:00:00,Dricus Du Plessis
"Las Vegas, Nevada, USA",Andrei Arlovski,Don'Tale Mayes,0,1,24,25,0,0,0,0,Heavyweight,KO/TKO Punch,2,3:17,UFC Fight Night,2023-06-03 0:00:00,Don'Tale Mayes
"Las Vegas, Nevada, USA",Petr Yan,Merab Dvalishvili,0,0,75,147,1,11,0,0,Bantamweight,U-DEC,5,5:00,UFC Fight Night,2023-03-11 0:00:00,Merab Dvalishvili
"Las Vegas, Nevada, USA",Valentina Shevchenko,Alexa Grasso,0,0,87,59,4,0,0,1,Women's Flyweight,SUB Rear Naked Choke,4,4:34,UFC 285,2023-03-04 0:00:00,Alexa Grasso
"Las Vegas, Nevada, USA",Sean Strickland,Jared Cannonier,0,0,152,141,1,0,0,0,Middleweight,S-DEC,5,5:00,UFC Fight Night,2022-12-17 0:00:00,Jared Cannonier
"Las Vegas, Nevada, USA",Magomed Ankalaev,Jan Blachowicz,0,0,78,55,2,0,0,0,Light Heavyweight,S-DEC,5,5:00,UFC 282,2022-12-10 0:00:00,Jan Blachowicz
"Las Vegas, Nevada, USA",Andrei Arlovski,Marcos Rogerio de Lima,0,1,2,6,0,0,0,1,Heavyweight,SUB Rear Naked Choke,1,1:50,UFC Fight Night,2022-10-29 0:00:00,Marcos Rogerio de Lima
"Las Vegas, Nevada, USA",Rafael Dos Anjos,Rafael Fiziev,0,1,54,64,2,0,0,0,Lightweight,KO/TKO Punch,5,0:18,UFC Fight Night,2022-07-09 0:00:00,Rafael Fiziev
"Las Vegas, Nevada, USA",Max Holloway,Alexander Volkanovski,0,0,127,199,0,0,0,0,Featherweight,U-DEC,5,5:00,UFC 276,2022-07-02 0:00:00,Alexander Volkanovski
"Las Vegas, Nevada, USA",Sean Strickland,Alex Pereira,0,1,15,25,0,0,0,0,Middleweight,KO/TKO Punches,1,2:36,UFC 276,2022-07-02 0:00:00,Alex Pereira
"Las Vegas, Nevada, USA",Robbie Lawler,Bryan Barberena,0,0,81,147,0,0,0,0,Welterweight,KO/TKO Punches,2,4:47,UFC 276,2022-07-02 0:00:00,Bryan Barberena
"Las Vegas, Nevada, USA",Sean O'Malley,Pedro Munhoz,0,0,25,26,0,0,0,0,Bantamweight,CNC,2,3:09,UFC 276,2022-07-02 0:00:00,Pedro Munhoz
"Las Vegas, Nevada, USA",Holly Holm,Ketlen Vieira,0,0,96,85,0,1,0,1,Women's Bantamweight,S-DEC,5,5:00,UFC Fight Night,2022-05-21 0:00:00,Ketlen Vieira
"Las Vegas, Nevada, USA",Amanda Nunes,Julianna Pena,0,0,46,79,1,1,0,1,Women's Bantamweight,SUB Rear Naked Choke,2,3:26,UFC 269,2021-12-11 0:00:00,Julianna Pena
"Las Vegas, Nevada, USA",Cody Garbrandt,Kai Kara-France,0,2,9,23,0,0,0,0,Flyweight,KO/TKO Punches,1,3:21,UFC 269,2021-12-11 0:00:00,Kai Kara-France
"Las Vegas, Nevada, USA",Miesha Tate,Ketlen Vieira,0,0,122,113,1,0,0,0,Women's Bantamweight,U-DEC,5,5:00,UFC Fight Night,2021-11-20 0:00:00,Ketlen Vieira
"Las Vegas, Nevada, USA",Conor McGregor,Dustin Poirier,0,0,27,36,0,1,1,0,Lightweight,KO/TKO,1,5:00,UFC 264,2021-07-10 0:00:00,Dustin Poirier
"Las Vegas, Nevada, USA",Cody Garbrandt,Rob Font,0,0,63,176,3,2,0,0,Bantamweight,U-DEC,5,5:00,UFC Fight Night,2021-05-22 0:00:00,Rob Font
"Las Vegas, Nevada, USA",Stipe Miocic,Francis Ngannou,0,2,12,36,0,1,0,0,Heavyweight,KO/TKO Punch,2,0:52,UFC 260,2021-03-27 0:00:00,Francis Ngannou
"Las Vegas, Nevada, USA",Tyron Woodley,Vicente Luque,0,0,18,25,0,0,0,1,Welterweight,SUB D'Arce Choke,1,3:56,UFC 260,2021-03-27 0:00:00,Vicente Luque
"Las Vegas, Nevada, USA",Belal Muhammad,Leon Edwards,0,0,8,19,0,0,0,0,Welterweight,CNC,2,0:18,UFC Fight Night,2021-03-13 0:00:00,Leon Edwards
"Las Vegas, Nevada, USA",Israel Adesanya,Jan Blachowicz,0,0,78,107,0,3,0,0,Light Heavyweight,U-DEC,5,5:00,UFC 259,2021-03-06 0:00:00,Jan Blachowicz
"Las Vegas, Nevada, USA",Petr Yan,Aljamain Sterling,1,0,86,97,7,1,0,0,Bantamweight,DQ,4,4:29,UFC 259,2021-03-06 0:00:00,Aljamain Sterling
"Las Vegas, Nevada, USA",Andrei Arlovski,Tom Aspinall,0,0,20,37,0,1,0,1,Heavyweight,SUB Rear Naked Choke,2,1:09,UFC Fight Night,2021-02-20 0:00:00,Tom Aspinall
"Las Vegas, Nevada, USA",Frankie Edgar,Cory Sandhagen,0,1,2,2,0,0,0,0,Bantamweight,KO/TKO Flying Knee,1,0:28,UFC Fight Night,2021-02-06 0:00:00,Cory Sandhagen
"Las Vegas, Nevada, USA",Brandon Moreno,Deiveson Figueiredo,0,0,132,137,4,2,0,0,Flyweight,M-DEC,5,5:00,UFC 256,2020-12-12 0:00:00,Deiveson Figueiredo
"Las Vegas, Nevada, USA",Junior Dos Santos,Ciryl Gane,0,1,10,59,0,0,0,0,Heavyweight,KO/TKO Elbow,2,2:34,UFC 256,2020-12-12 0:00:00,Ciryl Gane
"Las Vegas, Nevada, USA",Mauricio Rua,Paul Craig,0,0,10,29,0,4,0,0,Light Heavyweight,KO/TKO Punches,2,3:36,UFC 255,2020-11-21 0:00:00,Paul Craig
"Las Vegas, Nevada, USA",Anderson Silva,Uriah Hall,0,2,53,60,0,0,0,0,Middleweight,KO/TKO Punches,4,1:24,UFC Fight Night,2020-10-31 0:00:00,Uriah Hall
"Las Vegas, Nevada, USA",Tyron Woodley,Colby Covington,0,0,34,78,1,3,0,0,Welterweight,KO/TKO,5,1:19,UFC Fight Night,2020-09-19 0:00:00,Colby Covington
"Las Vegas, Nevada, USA",Robbie Lawler,Neil Magny,0,0,26,62,0,4,0,0,Welterweight,U-DEC,3,5:00,UFC Fight Night,2020-08-29 0:00:00,Neil Magny
"Las Vegas, Nevada, USA",Daniel Cormier,Stipe Miocic,0,1,105,115,1,0,0,0,Heavyweight,U-DEC,5,5:00,UFC 252,2020-08-15 0:00:00,Stipe Miocic
"Las Vegas, Nevada, USA",Sean O'Malley,Marlon Vera,0,0,10,18,0,0,0,0,Bantamweight,KO/TKO Elbows,1,4:40,UFC 252,2020-08-15 0:00:00,Marlon Vera
"Las Vegas, Nevada, USA",Junior Dos Santos,Jairzinho Rozenstruik,0,1,24,42,0,0,0,0,Heavyweight,KO/TKO Punch,2,3:47,UFC 252,2020-08-15 0:00:00,Jairzinho Rozenstruik
"Las Vegas, Nevada, USA",Tyron Woodley,Gilbert Burns,0,0,28,83,0,2,0,1,Welterweight,U-DEC,5,5:00,UFC Fight Night,2020-05-30 0:00:00,Gilbert Burns
